"","Grid","X","Y","Year"
"872",5411,5347914.64073819,2711503.9469214,"17/09/2015"
"873",5412,5372914.64073819,2711503.9469214,"12/09/2018"
"874",5414,5422914.64073819,2711503.9469214,"10/08/2012"
"875",5416,5472914.64073819,2711503.9469214,"21/06/2012"
"876",5417,5497914.64073819,2711503.9469214,"20/06/2012"
"877",5418,5522914.64073819,2711503.9469214,"15/10/2015"
"878",5419,5547914.64073819,2711503.9469214,"06/06/2012"
"879",5421,5597914.64073819,2711503.9469214,"27/07/2018"
"880",5422,5622914.64073819,2711503.9469214,"24/08/2018"
"881",5432,3522914.64073819,2686503.9469214,"26/06/2018"
"882",5433,3547914.64073819,2686503.9469214,"19/07/2012"
"883",5435,3597914.64073819,2686503.9469214,"16/07/2018"
"884",5437,3647914.64073819,2686503.9469214,"30/07/2015"
"885",5438,3672914.64073819,2686503.9469214,"07/06/2018"
"886",5479,4697914.64073819,2686503.9469214,"09/07/2015"
"887",5480,4722914.64073819,2686503.9469214,"26/05/2009"
"888",5481,4747914.64073819,2686503.9469214,"30/06/2015"
"889",5483,4797914.64073819,2686503.9469214,"31/05/2012"
"890",5488,4922914.64073819,2686503.9469214,"17/05/2012"
"891",5489,4947914.64073819,2686503.9469214,"20/07/2018"
"892",5494,5072914.64073819,2686503.9469214,"15/08/2009"
"893",5501,5247914.64073819,2686503.9469214,"14/09/2015"
"894",5502,5272914.64073819,2686503.9469214,"23/07/2012"
"895",5504,5322914.64073819,2686503.9469214,"01/10/2015"
"896",5505,5347914.64073819,2686503.9469214,"27/07/2018"
"897",5506,5372914.64073819,2686503.9469214,"13/09/2018"
"898",5508,5422914.64073819,2686503.9469214,"21/06/2012"
"899",5510,5472914.64073819,2686503.9469214,"26/06/2012"
"900",5526,3497914.64073819,2661503.9469214,"30/07/2009"
"901",5530,3597914.64073819,2661503.9469214,"21/08/2018"
"902",5535,3722914.64073819,2661503.9469214,"27/08/2009"
"903",5536,3747914.64073819,2661503.9469214,"19/07/2018"
"904",5540,3847914.64073819,2661503.9469214,"15/07/2015"
"905",5546,3997914.64073819,2661503.9469214,"16/10/2015"
"906",5560,4347914.64073819,2661503.9469214,"24/05/2012"
"907",5575,4722914.64073819,2661503.9469214,"30/05/2018"
"908",5576,4747914.64073819,2661503.9469214,"11/07/2015"
"909",5577,4772914.64073819,2661503.9469214,"31/07/2012"
"910",5578,4797914.64073819,2661503.9469214,"09/07/2018"
"911",5581,4872914.64073819,2661503.9469214,"04/06/2018"
"912",5596,5247914.64073819,2661503.9469214,"26/08/2015"
"913",5597,5272914.64073819,2661503.9469214,"27/08/2015"
"914",5599,5322914.64073819,2661503.9469214,"05/10/2015"
"915",5604,5447914.64073819,2661503.9469214,"29/06/2012"
"916",5607,5522914.64073819,2661503.9469214,"25/06/2012"
"917",5608,5547914.64073819,2661503.9469214,"14/05/2015"
"918",5612,5647914.64073819,2661503.9469214,"27/10/2015"
"919",5640,3897914.64073819,2636503.9469214,"29/07/2012"
"920",5662,4447914.64073819,2636503.9469214,"30/05/2012"
"921",5667,4572914.64073819,2636503.9469214,"10/05/2012"
"922",5668,4597914.64073819,2636503.9469214,"17/07/2015"
"923",5671,4672914.64073819,2636503.9469214,"27/05/2015"
"924",5672,4697914.64073819,2636503.9469214,"27/06/2012"
"925",5674,4747914.64073819,2636503.9469214,"28/05/2009"
"926",5676,4797914.64073819,2636503.9469214,"29/07/2018"
"927",5697,5322914.64073819,2636503.9469214,"24/09/2015"
"928",5698,5347914.64073819,2636503.9469214,"25/08/2012"
"929",5701,5422914.64073819,2636503.9469214,"12/10/2015"
"930",5703,5472914.64073819,2636503.9469214,"22/05/2012"
"931",5712,5697914.64073819,2636503.9469214,"30/07/2015"
"932",5713,5722914.64073819,2636503.9469214,"05/07/2018"
"933",5756,4372914.64073819,2611503.9469214,"28/09/2018"
"934",5757,4397914.64073819,2611503.9469214,"28/05/2015"
"935",5758,4422914.64073819,2611503.9469214,"30/05/2009"
"936",5759,4447914.64073819,2611503.9469214,"21/06/2009"
"937",5772,4772914.64073819,2611503.9469214,"23/08/2018"
"938",5773,4797914.64073819,2611503.9469214,"26/05/2012"
"939",5774,4822914.64073819,2611503.9469214,"25/05/2015"
"940",5777,4897914.64073819,2611503.9469214,"10/08/2009"
"941",5778,4922914.64073819,2611503.9469214,"07/08/2018"
"942",5780,4972914.64073819,2611503.9469214,"30/07/2018"
"943",5781,4997914.64073819,2611503.9469214,"23/07/2012"
"944",5782,5022914.64073819,2611503.9469214,"23/05/2012"
"945",5790,5222914.64073819,2611503.9469214,"25/08/2015"
"946",5791,5247914.64073819,2611503.9469214,"12/08/2012"
"947",5795,5347914.64073819,2611503.9469214,"24/08/2012"
"948",5796,5372914.64073819,2611503.9469214,"29/09/2015"
"949",5797,5397914.64073819,2611503.9469214,"22/11/2018"
"950",5798,5422914.64073819,2611503.9469214,"24/08/2012"
"951",5802,5522914.64073819,2611503.9469214,"28/07/2018"
"952",5804,5572914.64073819,2611503.9469214,"30/07/2018"
"953",5805,5597914.64073819,2611503.9469214,"26/10/2015"
"954",5810,5722914.64073819,2611503.9469214,"05/07/2012"
"955",5817,3472914.64073819,2586503.9469214,"25/06/2015"
"956",5835,3922914.64073819,2586503.9469214,"20/08/2015"
"957",5837,3972914.64073819,2586503.9469214,"24/07/2012"
"958",5854,4397914.64073819,2586503.9469214,"28/08/2012"
"959",5855,4422914.64073819,2586503.9469214,"30/05/2009"
"960",5862,4597914.64073819,2586503.9469214,"06/08/2018"
"961",5864,4647914.64073819,2586503.9469214,"26/05/2012"
"962",5866,4697914.64073819,2586503.9469214,"29/06/2009"
"963",5867,4722914.64073819,2586503.9469214,"20/05/2015"
"964",5868,4747914.64073819,2586503.9469214,"16/08/2018"
"965",5871,4822914.64073819,2586503.9469214,"27/07/2018"
"966",5872,4847914.64073819,2586503.9469214,"27/07/2018"
"967",5878,4997914.64073819,2586503.9469214,"20/06/2012"
"968",5886,5197914.64073819,2586503.9469214,"24/08/2015"
"969",5891,5322914.64073819,2586503.9469214,"30/08/2012"
"970",5896,5447914.64073819,2586503.9469214,"10/07/2015"
"971",5898,5497914.64073819,2586503.9469214,"21/10/2015"
"972",5900,5547914.64073819,2586503.9469214,"26/05/2015"
"973",5901,5572914.64073819,2586503.9469214,"30/07/2018"
"974",5902,5597914.64073819,2586503.9469214,"31/05/2012"
"975",5904,5647914.64073819,2586503.9469214,"08/08/2012"
"976",5916,3547914.64073819,2561503.9469214,"08/08/2009"
"977",5921,3672914.64073819,2561503.9469214,"24/05/2018"
"978",5947,4322914.64073819,2561503.9469214,"24/08/2012"
"979",5950,4397914.64073819,2561503.9469214,"29/04/2012"
"980",5951,4422914.64073819,2561503.9469214,"27/08/2012"
"981",5953,4472914.64073819,2561503.9469214,"28/06/2018"
"982",5959,4622914.64073819,2561503.9469214,"31/05/2018"
"983",5960,4647914.64073819,2561503.9469214,"26/08/2015"
"984",5961,4672914.64073819,2561503.9469214,"27/06/2018"
"985",5962,4697914.64073819,2561503.9469214,"13/08/2018"
"986",5963,4722914.64073819,2561503.9469214,"31/08/2015"
"987",5964,4747914.64073819,2561503.9469214,"29/08/2018"
"988",5965,4772914.64073819,2561503.9469214,"21/06/2015"
"989",5968,4847914.64073819,2561503.9469214,"24/08/2018"
"990",5982,5197914.64073819,2561503.9469214,"11/12/2018"
"991",5984,5247914.64073819,2561503.9469214,"22/09/2015"
"992",5990,5397914.64073819,2561503.9469214,"22/08/2012"
"993",5991,5422914.64073819,2561503.9469214,"26/09/2015"
"994",5992,5447914.64073819,2561503.9469214,"26/09/2015"
"995",5993,5472914.64073819,2561503.9469214,"24/08/2012"
"996",5994,5497914.64073819,2561503.9469214,"25/08/2012"
"997",5995,5522914.64073819,2561503.9469214,"27/08/2012"
"998",5996,5547914.64073819,2561503.9469214,"09/06/2018"
"999",6001,5672914.64073819,2561503.9469214,"21/07/2015"
"1000",6009,3497914.64073819,2536503.9469214,"19/07/2012"
"1001",6014,3622914.64073819,2536503.9469214,"18/07/2015"
"1002",6015,3647914.64073819,2536503.9469214,"20/07/2015"
"1003",6025,3897914.64073819,2536503.9469214,"31/07/2015"
"1004",6028,3972914.64073819,2536503.9469214,"13/07/2012"
"1005",6038,4222914.64073819,2536503.9469214,"15/07/2015"
"1006",6045,4397914.64073819,2536503.9469214,"30/04/2012"
"1007",6046,4422914.64073819,2536503.9469214,"23/05/2009"
"1008",6053,4597914.64073819,2536503.9469214,"21/07/2015"
"1009",6060,4772914.64073819,2536503.9469214,"01/05/2015"
"1010",6063,4847914.64073819,2536503.9469214,"26/07/2015"
"1011",6079,5247914.64073819,2536503.9469214,"21/08/2015"
"1012",6081,5297914.64073819,2536503.9469214,"23/09/2015"
"1013",6083,5347914.64073819,2536503.9469214,"22/08/2012"
"1014",6084,5372914.64073819,2536503.9469214,"26/09/2015"
"1015",6085,5397914.64073819,2536503.9469214,"28/09/2015"
"1016",6086,5422914.64073819,2536503.9469214,"28/09/2015"
"1017",6087,5447914.64073819,2536503.9469214,"11/09/2018"
"1018",6090,5522914.64073819,2536503.9469214,"16/06/2018"
"1019",6091,5547914.64073819,2536503.9469214,"07/06/2012"
"1020",6093,5597914.64073819,2536503.9469214,"30/06/2015"
"1021",6106,3547914.64073819,2511503.9469214,"10/08/2012"
"1022",6108,3597914.64073819,2511503.9469214,"10/07/2012"
"1023",6109,3622914.64073819,2511503.9469214,"26/06/2018"
"1024",6110,3647914.64073819,2511503.9469214,"26/06/2009"
"1025",6120,3897914.64073819,2511503.9469214,"21/08/2012"
"1026",6121,3922914.64073819,2511503.9469214,"10/08/2015"
"1027",6123,3972914.64073819,2511503.9469214,"11/07/2012"
"1028",6131,4172914.64073819,2511503.9469214,"28/05/2015"
"1029",6133,4222914.64073819,2511503.9469214,"20/07/2015"
"1030",6134,4247914.64073819,2511503.9469214,"17/06/2009"
"1031",6140,4397914.64073819,2511503.9469214,"23/05/2015"
"1032",6146,4547914.64073819,2511503.9469214,"12/05/2009"
"1033",6155,4772914.64073819,2511503.9469214,"12/08/2018"
"1034",6156,4797914.64073819,2511503.9469214,"04/07/2018"
"1035",6165,5022914.64073819,2511503.9469214,"12/05/2015"
"1036",6175,5272914.64073819,2511503.9469214,"14/08/2012"
"1037",6176,5297914.64073819,2511503.9469214,"11/12/2018"
"1038",6178,5347914.64073819,2511503.9469214,"22/08/2012"
"1039",6179,5372914.64073819,2511503.9469214,"07/08/2018"
"1040",6180,5397914.64073819,2511503.9469214,"28/09/2015"
"1041",6183,5472914.64073819,2511503.9469214,"09/07/2015"
"1042",6186,5547914.64073819,2511503.9469214,"20/06/2018"
"1043",6202,3547914.64073819,2486503.9469214,"19/08/2015"
"1044",6203,3572914.64073819,2486503.9469214,"10/07/2018"
"1045",6204,3597914.64073819,2486503.9469214,"16/07/2015"
"1046",6206,3647914.64073819,2486503.9469214,"08/07/2018"
"1047",6207,3672914.64073819,2486503.9469214,"20/07/2018"
"1048",6209,3722914.64073819,2486503.9469214,"22/06/2015"
"1049",6216,3897914.64073819,2486503.9469214,"27/06/2018"
"1050",6217,3922914.64073819,2486503.9469214,"29/07/2009"
"1051",6236,4397914.64073819,2486503.9469214,"01/07/2009"
"1052",6237,4422914.64073819,2486503.9469214,"23/07/2009"
"1053",6249,4747914.64073819,2486503.9469214,"09/09/2018"
"1054",6252,4822914.64073819,2486503.9469214,"21/08/2015"
"1055",6256,4922914.64073819,2486503.9469214,"20/07/2018"
"1056",6270,5272914.64073819,2486503.9469214,"18/08/2015"
"1057",6272,5322914.64073819,2486503.9469214,"17/08/2015"
"1058",6273,5347914.64073819,2486503.9469214,"14/08/2012"
"1059",6291,5797914.64073819,2486503.9469214,"21/08/2012"
"1060",6295,2922914.64073819,2461503.9469214,"26/03/2012"
"1061",6302,3572914.64073819,2461503.9469214,"06/07/2018"
"1062",6318,3972914.64073819,2461503.9469214,"25/10/2018"
"1063",6319,3997914.64073819,2461503.9469214,"29/05/2012"
"1064",6335,4397914.64073819,2461503.9469214,"28/05/2015"
"1065",6336,4422914.64073819,2461503.9469214,"29/05/2012"
"1066",6345,4722914.64073819,2461503.9469214,"15/09/2018"
"1067",6370,5347914.64073819,2461503.9469214,"14/08/2012"
"1068",6372,5397914.64073819,2461503.9469214,"15/08/2015"
"1069",6385,5722914.64073819,2461503.9469214,"14/08/2015"
"1070",6388,5797914.64073819,2461503.9469214,"11/08/2015"
"1071",6393,2872914.64073819,2436503.9469214,"10/07/2015"
"1072",6407,3647914.64073819,2436503.9469214,"16/06/2012"
"1073",6420,3972914.64073819,2436503.9469214,"07/05/2012"
"1074",6426,4122914.64073819,2436503.9469214,"17/05/2012"
"1075",6428,4172914.64073819,2436503.9469214,"25/06/2009"
"1076",6438,4422914.64073819,2436503.9469214,"28/05/2015"
"1077",6440,4472914.64073819,2436503.9469214,"25/06/2009"
"1078",6441,4497914.64073819,2436503.9469214,"04/06/2018"
"1079",6483,5597914.64073819,2436503.9469214,"01/07/2015"
"1080",6488,5722914.64073819,2436503.9469214,"26/06/2015"
"1081",6490,5772914.64073819,2436503.9469214,"02/08/2018"
"1082",6497,2897914.64073819,2411503.9469214,"08/06/2015"
"1083",6499,2947914.64073819,2411503.9469214,"29/07/2009"
"1084",6500,2972914.64073819,2411503.9469214,"17/07/2012"
"1085",6502,3022914.64073819,2411503.9469214,"11/06/2012"
"1086",6503,3047914.64073819,2411503.9469214,"14/06/2012"
"1087",6516,3697914.64073819,2411503.9469214,"04/07/2018"
"1088",6518,3747914.64073819,2411503.9469214,"21/07/2012"
"1089",6534,4147914.64073819,2411503.9469214,"14/07/2009"
"1090",6535,4172914.64073819,2411503.9469214,"07/07/2009"
"1091",6536,4197914.64073819,2411503.9469214,"22/07/2009"
"1092",6544,4397914.64073819,2411503.9469214,"15/06/2015"
"1093",6546,4447914.64073819,2411503.9469214,"30/07/2018"
"1094",6547,4472914.64073819,2411503.9469214,"29/05/2015"
"1095",6599,2822914.64073819,2386503.9469214,"16/04/2012"
"1096",6601,2872914.64073819,2386503.9469214,"24/06/2015"
"1097",6607,3022914.64073819,2386503.9469214,"25/07/2018"
"1098",6608,3047914.64073819,2386503.9469214,"27/05/2009"
"1099",6609,3072914.64073819,2386503.9469214,"31/03/2015"
"1100",6610,3097914.64073819,2386503.9469214,"01/05/2012"
"1101",6619,3572914.64073819,2386503.9469214,"31/05/2012"
"1102",6621,3622914.64073819,2386503.9469214,"15/07/2015"
"1103",6624,3697914.64073819,2386503.9469214,"02/07/2018"
"1104",6627,3772914.64073819,2386503.9469214,"19/07/2018"
"1105",6635,3972914.64073819,2386503.9469214,"14/05/2009"
"1106",6641,4122914.64073819,2386503.9469214,"30/05/2015"
"1107",6652,4397914.64073819,2386503.9469214,"30/05/2015"
"1108",6654,4447914.64073819,2386503.9469214,"03/06/2018"
"1109",6660,4747914.64073819,2386503.9469214,"10/05/2018"
"1110",6705,2847914.64073819,2361503.9469214,"21/07/2009"
"1111",6707,2897914.64073819,2361503.9469214,"25/04/2009"
"1112",6708,2922914.64073819,2361503.9469214,"29/04/2018"
"1113",6713,3047914.64073819,2361503.9469214,"22/04/2012"
"1114",6714,3072914.64073819,2361503.9469214,"13/05/2009"
"1115",6715,3097914.64073819,2361503.9469214,"23/07/2015"
"1116",6718,3172914.64073819,2361503.9469214,"10/05/2012"
"1117",6719,3197914.64073819,2361503.9469214,"27/07/2015"
"1118",6720,3222914.64073819,2361503.9469214,"19/06/2018"
"1119",6730,3597914.64073819,2361503.9469214,"24/07/2009"
"1120",6731,3622914.64073819,2361503.9469214,"24/07/2009"
"1121",6740,3847914.64073819,2361503.9469214,"20/06/2012"
"1122",6745,3972914.64073819,2361503.9469214,"14/09/2015"
"1123",6746,3997914.64073819,2361503.9469214,"30/07/2009"
"1124",6763,4422914.64073819,2361503.9469214,"30/05/2012"
"1125",6766,4497914.64073819,2361503.9469214,"26/06/2015"
"1126",6770,4772914.64073819,2361503.9469214,"12/06/2018"
"1127",6809,5747914.64073819,2361503.9469214,"11/09/2015"
"1128",6812,2797914.64073819,2336503.9469214,"30/03/2012"
"1129",6831,3272914.64073819,2336503.9469214,"23/07/2015"
"1130",6845,3622914.64073819,2336503.9469214,"09/07/2009"
"1131",6846,3647914.64073819,2336503.9469214,"24/08/2009"
"1132",6847,3672914.64073819,2336503.9469214,"29/05/2015"
"1133",6852,3797914.64073819,2336503.9469214,"24/05/2012"
"1134",6856,3897914.64073819,2336503.9469214,"09/07/2015"
"1135",6857,3922914.64073819,2336503.9469214,"03/07/2012"
"1136",6861,4022914.64073819,2336503.9469214,"18/08/2015"
"1137",6914,5572914.64073819,2336503.9469214,"11/10/2015"
"1138",6919,5697914.64073819,2336503.9469214,"24/06/2012"
"1139",6924,2797914.64073819,2311503.9469214,"20/05/2015"
"1140",6930,2947914.64073819,2311503.9469214,"27/07/2009"
"1141",6943,3272914.64073819,2311503.9469214,"07/07/2015"
"1142",6944,3297914.64073819,2311503.9469214,"09/07/2015"
"1143",6945,3322914.64073819,2311503.9469214,"28/07/2018"
"1144",6946,3347914.64073819,2311503.9469214,"24/07/2018"
"1145",6950,3447914.64073819,2311503.9469214,"30/06/2012"
"1146",6966,3847914.64073819,2311503.9469214,"13/07/2009"
"1147",6967,3872914.64073819,2311503.9469214,"23/06/2012"
"1148",6968,3897914.64073819,2311503.9469214,"13/07/2015"
"1149",6969,3922914.64073819,2311503.9469214,"30/06/2009"
"1150",6971,3972914.64073819,2311503.9469214,"26/06/2009"
"1151",6974,4047914.64073819,2311503.9469214,"04/10/2015"
"1152",6989,4547914.64073819,2311503.9469214,"23/09/2015"
"1153",7019,5447914.64073819,2311503.9469214,"04/07/2018"
"1154",7023,5547914.64073819,2311503.9469214,"18/10/2015"
"1155",7029,5697914.64073819,2311503.9469214,"25/06/2012"
"1156",7034,2797914.64073819,2286503.9469214,"15/07/2009"
"1157",7036,2847914.64073819,2286503.9469214,"25/05/2012"
"1158",7044,3047914.64073819,2286503.9469214,"17/05/2012"
"1159",7045,3072914.64073819,2286503.9469214,"17/07/2015"
"1160",7051,3222914.64073819,2286503.9469214,"03/11/2018"
"1161",7073,3772914.64073819,2286503.9469214,"12/10/2015"
"1162",7079,3922914.64073819,2286503.9469214,"28/06/2012"
"1163",7124,5397914.64073819,2286503.9469214,"20/08/2018"
"1164",7131,5572914.64073819,2286503.9469214,"05/08/2015"
"1165",7174,3597914.64073819,2261503.9469214,"26/06/2018"
"1166",7226,5372914.64073819,2261503.9469214,"17/09/2015"
"1167",7229,5447914.64073819,2261503.9469214,"15/06/2012"
"1168",7293,4472914.64073819,2236503.9469214,"07/06/2018"
"1169",7321,5372914.64073819,2236503.9469214,"05/09/2018"
"1170",7322,5397914.64073819,2236503.9469214,"08/09/2015"
"1171",7327,5522914.64073819,2236503.9469214,"20/09/2018"
"1172",7328,5547914.64073819,2236503.9469214,"26/05/2018"
"1173",7335,2772914.64073819,2211503.9469214,"07/05/2018"
"1174",7366,3547914.64073819,2211503.9469214,"14/07/2018"
"1175",7385,4522914.64073819,2211503.9469214,"08/09/2015"
"1176",7387,4572914.64073819,2211503.9469214,"12/08/2015"
"1177",7410,5347914.64073819,2211503.9469214,"06/09/2018"
"1178",7428,2847914.64073819,2186503.9469214,"08/06/2015"
"1179",7429,2872914.64073819,2186503.9469214,"28/07/2015"
"1180",7448,3347914.64073819,2186503.9469214,"19/07/2015"
"1181",7453,3472914.64073819,2186503.9469214,"23/04/2012"
"1182",7514,2847914.64073819,2161503.9469214,"29/05/2018"
"1183",7515,2872914.64073819,2161503.9469214,"16/07/2015"
"1184",7554,4272914.64073819,2161503.9469214,"06/07/2018"
"1185",7562,4547914.64073819,2161503.9469214,"24/09/2015"
"1186",7600,2872914.64073819,2136503.9469214,"22/06/2012"
"1187",7620,3372914.64073819,2136503.9469214,"29/03/2012"
"1188",7629,3597914.64073819,2136503.9469214,"13/07/2018"
"1189",7635,3747914.64073819,2136503.9469214,"28/06/2018"
"1190",7645,4497914.64073819,2136503.9469214,"08/08/2015"
"1191",7647,4547914.64073819,2136503.9469214,"04/10/2015"
"1192",7648,4572914.64073819,2136503.9469214,"21/07/2018"
"1193",7652,4672914.64073819,2136503.9469214,"30/06/2015"
"1194",7676,5597914.64073819,2136503.9469214,"09/07/2018"
"1195",7686,2847914.64073819,2111503.9469214,"21/05/2015"
"1196",7699,3172914.64073819,2111503.9469214,"30/07/2012"
"1197",7705,3322914.64073819,2111503.9469214,"04/07/2009"
"1198",7713,3522914.64073819,2111503.9469214,"30/05/2009"
"1199",7714,3547914.64073819,2111503.9469214,"25/05/2018"
"1200",7715,3572914.64073819,2111503.9469214,"17/07/2012"
"1201",7733,4622914.64073819,2111503.9469214,"09/06/2009"
"1202",7736,4697914.64073819,2111503.9469214,"22/05/2018"
"1203",7801,3597914.64073819,2086503.9469214,"10/06/2018"
"1204",7813,4547914.64073819,2086503.9469214,"21/08/2015"
"1205",7819,4697914.64073819,2086503.9469214,"31/07/2015"
"1206",7821,4747914.64073819,2086503.9469214,"19/09/2015"
"1207",7881,3597914.64073819,2061503.9469214,"09/06/2018"
"1208",7910,5322914.64073819,2061503.9469214,"01/08/2015"
"1209",7912,5372914.64073819,2061503.9469214,"12/07/2018"
"1210",7924,2697914.64073819,2036503.9469214,"29/05/2015"
"1211",7927,2772914.64073819,2036503.9469214,"03/07/2015"
"1212",7928,2797914.64073819,2036503.9469214,"10/08/2018"
"1213",7938,3047914.64073819,2036503.9469214,"06/06/2018"
"1214",7957,3522914.64073819,2036503.9469214,"12/05/2009"
"1215",7965,4597914.64073819,2036503.9469214,"03/08/2012"
"1216",7968,4672914.64073819,2036503.9469214,"06/05/2012"
"1217",7986,5297914.64073819,2036503.9469214,"26/05/2018"
"1218",7987,5322914.64073819,2036503.9469214,"29/08/2015"
"1219",7988,5347914.64073819,2036503.9469214,"31/07/2015"
"1220",7997,2672914.64073819,2011503.9469214,"18/07/2018"
"1221",7998,2697914.64073819,2011503.9469214,"29/05/2012"
"1222",7999,2722914.64073819,2011503.9469214,"26/05/2015"
"1223",8016,3147914.64073819,2011503.9469214,"20/07/2018"
"1224",8040,4697914.64073819,2011503.9469214,"16/06/2009"
"1225",8057,5272914.64073819,2011503.9469214,"26/09/2018"
"1226",8061,5372914.64073819,2011503.9469214,"26/07/2015"
"1227",8072,2647914.64073819,1986503.9469214,"09/07/2009"
"1228",8075,2722914.64073819,1986503.9469214,"08/07/2015"
"1229",8079,2822914.64073819,1986503.9469214,"30/04/2009"
"1230",8118,4722914.64073819,1986503.9469214,"29/07/2009"
"1231",8120,4772914.64073819,1986503.9469214,"07/08/2012"
"1232",8195,4822914.64073819,1961503.9469214,"14/05/2018"
"1233",8252,3397914.64073819,1936503.9469214,"18/06/2015"
"1234",8281,5322914.64073819,1936503.9469214,"03/06/2009"
"1235",8285,5422914.64073819,1936503.9469214,"23/06/2018"
"1236",8303,2972914.64073819,1911503.9469214,"27/05/2009"
"1237",8328,4197914.64073819,1911503.9469214,"10/07/2018"
"1238",8351,5347914.64073819,1911503.9469214,"11/04/2012"
"1239",8363,2747914.64073819,1886503.9469214,"19/04/2012"
"1240",8483,5372914.64073819,1861503.9469214,"18/08/2018"
"1241",8530,4222914.64073819,1836503.9469214,"09/07/2015"
"1242",8538,4922914.64073819,1836503.9469214,"28/06/2018"
"1243",8563,2847914.64073819,1811503.9469214,"18/05/2009"
"1244",8783,4847914.64073819,1736503.9469214,"15/07/2015"
"1245",8841,5347914.64073819,1711503.9469214,"01/09/2018"
"1246",8844,5422914.64073819,1711503.9469214,"15/06/2009"
"1247",8898,5422914.64073819,1686503.9469214,"13/05/2012"
"1248",8999,4697914.64073819,1636503.9469214,"23/06/2009"
"1249",9021,6397914.64073819,1636503.9469214,"31/08/2018"
